threshold,f1_score,recall,precision
0.5,0.45888172347887946,0.3658493133022476,0.8797154687009374
0.6,0.4149013869541999,0.32324957797603765,0.873808802515639
0.7,0.3532663022520124,0.267456009906375,0.8514458969994477
0.8,0.2776734366663396,0.20303594322947965,0.8033578331143849
0.9,0.17159967741900153,0.11801411860663169,0.66713834555552
