threshold,f1_score,recall,precision
0.5,0.6012047279012924,0.5840400972284906,0.7485850759030147
0.6,0.5271175999072657,0.4718141543730347,0.7730537616330796
0.7,0.4294953440151876,0.355228919469595,0.7832938080022998
0.8,0.32054476933194687,0.24628531508991036,0.7682963625572923
0.9,0.18530639229684134,0.1295077925982917,0.6597678807906883
